NC,ponderab,edad,edadr,sexo,dep,prov,dist,macrozona,zona2,ambito2,zonali1,zonali2,region,ur,ambito,hogar,hijos18,edu,edu2,edupadre,edupadre2,edumadre,edumadre2,origen,ocupa,ocupa2,NSE,NSE1,NSE2,P01,P02,P02a,P03,P03a,P05,P05a,P06,P06a,P07,P08,P09,P09a,P10,P12,p12a,P13,P14,P15,yhogar,yhogar_pc1,yhogar_pc2,P16,P16a,P16b,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P28a,P29,P29a,P30,P30a,P32,P32a,P33,P34,P35,P36,P37,P37otros,P37a,P37b,P38,P38a,P38b,etnicidad,etnicidad2,lengua,lengua2,ideología,ideología2
202695260,0.906404751,52,3,1,15,1506,150601,3,3,2,,,1,1,2,3,2,5,1,3,1,3,1,1,1,1,6,3,2,99,3,1,6,2,6,2,6,2,4,2,4,1,3,3,2,1,,3000,3,1000,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,7,3,8,3,8,3,2,2,1,2,4,"",4,4,1,1,1,2,2,7,2,10,3
202695092,0.874398828,47,3,2,20,2002,200201,2,5,2,,,2,1,2,5,1,5,1,5,1,5,1,1,6,2,7,4,3,4,1,1,1,1,1,1,1,1,4,99,3,1,99,4,3,2,1,,,,,2,1,1,2,2,1,3,2,2,2,3,2,3,1,10,3,,,10,3,,,99,2,99,2,5,"",5,5,10,3,3,2,2,7,2,6,2
202694701,1.232805175,62,3,1,6,609,60901,5,8,2,,,3,2,3,4,2,3,1,1,1,2,1,1,1,1,8,5,3,3,10,3,10,3,10,3,10,3,3,2,3,1,4,4,3,3,,1000,1,250,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,1,1,1,1,3,"",3,3,10,3,3,2,2,7,2,2,1
202694695,1.040683182,30,2,2,15,1501,150101,1,1,1,1,1,1,1,1,4,2,9,2,2,1,1,1,1,1,1,7,4,3,3,4,1,1,1,3,1,1,1,4,1,4,1,5,3,2,1,,2000,2,500,2,2,1,1,1,1,2,2,2,3,2,1,1,1,1,10,3,7,3,7,3,5,2,2,2,99,2,4,"",4,4,10,3,3,2,2,7,2,6,2
202694497,0.874398828,53,3,2,2,218,21801,2,2,2,,,1,1,2,5,2,5,1,3,1,1,1,1,6,2,6,3,2,3,1,1,1,1,1,1,1,1,4,1,4,1,3,4,3,1,,2000,2,400,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,8,3,7,3,2,2,2,2,2,"",2,2,5,2,2,2,2,7,2,6,2
202694219,1.245819117,36,2,1,15,1501,150140,1,1,1,2,2,1,1,1,5,2,7,2,9,2,7,2,2,1,1,4,2,1,3,1,1,5,2,10,3,10,3,4,1,4,1,3,3,2,2,,3000,3,600,3,2,1,1,2,2,2,3,3,4,1,1,2,1,1,10,3,7,3,10,3,10,3,2,2,2,1,1,"",1,1,3,1,1,2,2,7,2,5,2
202694166,0.860527929,25,2,2,20,2005,200501,2,2,2,,,1,1,2,2,2,5,1,5,1,5,1,1,6,2,5,3,2,3,6,2,4,1,6,2,3,1,4,2,4,1,1,3,2,1,,3000,3,1500,4,,,,1,99,99,3,4,3,1,2,2,1,1,6,2,9,3,5,2,10,3,2,99,1,2,2,"",2,2,,,,2,2,7,2,10,3
202694154,1.221200522,41,3,2,15,1501,150125,1,1,1,3,3,1,1,1,4,1,9,2,3,1,5,1,1,1,1,4,2,1,3,1,1,5,2,8,3,10,3,4,1,4,1,2,3,2,1,1,3500,4,875,4,2,1,1,2,1,1,2,1,2,1,1,1,1,1,9,3,7,3,10,3,9,3,2,2,2,2,1,"",1,1,2,1,1,2,2,7,2,5,2
202694081,1.221200522,53,3,2,15,1501,150110,1,1,1,3,3,1,1,1,2,2,9,2,7,2,5,1,2,3,1,4,2,1,3,7,3,3,1,8,3,8,3,3,2,4,1,2,3,2,1,,3500,4,1750,4,1,1,1,2,2,2,2,4,2,2,2,2,2,1,10,3,10,3,6,2,10,3,2,2,2,2,4,"",4,4,1,1,1,1,1,7,2,6,2
202693858,0.860527929,25,2,2,21,2111,211101,4,7,2,,,2,1,2,1,2,5,1,3,1,2,1,1,1,1,8,5,3,3,5,2,10,3,10,3,10,3,4,1,4,1,5,2,2,1,,2500,3,2500,4,1,1,1,2,1,1,2,3,2,2,1,1,1,1,10,3,7,3,8,3,8,3,2,2,1,2,1,"",1,1,8,3,3,3,3,7,2,8,3
202693789,0.961090505,26,2,2,15,701,70106,1,1,1,6,,1,1,1,7,2,8,2,7,2,3,1,2,2,2,5,3,2,4,5,2,1,1,5,2,10,3,4,1,4,1,2,3,2,1,,1500,2,214.29,1,1,1,1,1,1,1,3,3,3,3,1,2,1,1,10,3,10,3,9,3,5,2,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,5,2
202693756,1.441706954,21,1,1,19,1901,190107,3,6,2,,,2,2,3,4,2,5,1,5,1,4,1,1,1,1,8,5,3,4,1,1,1,1,1,1,99,99,3,99,3,1,1,4,3,2,,1000,1,250,1,4,2,3,99,99,3,3,99,3,3,3,3,3,1,4,1,3,1,4,1,,,2,1,1,2,5,"",5,5,6,2,2,2,2,7,2,5,2
202693599,0.860527929,28,2,2,13,1301,130101,2,2,2,,,1,1,2,5,1,5,1,5,1,4,1,1,1,1,7,4,3,3,1,1,1,1,1,1,5,2,3,2,4,1,2,3,2,2,1,3000,3,600,3,2,1,1,2,2,1,1,2,2,2,2,3,1,1,10,3,8,3,10,3,10,3,1,2,1,2,4,"",4,4,1,1,1,2,2,7,2,99,
202693516,0.906404751,56,3,1,11,1101,110101,4,4,2,,,1,1,2,1,2,6,2,3,1,3,1,1,5,2,7,4,3,4,6,2,5,2,8,3,8,3,4,1,2,2,5,4,3,3,,2000,2,2000,4,4,2,3,1,1,1,1,1,1,2,2,2,1,1,10,3,10,3,10,3,10,3,2,2,2,2,4,"",4,4,1,1,1,1,1,7,2,10,3
202693332,0.906404751,66,3,1,13,1301,130102,2,2,2,,,1,1,2,2,2,2,1,1,1,1,1,1,1,1,7,4,3,99,5,2,8,3,7,3,9,3,2,1,99,99,1,4,3,3,,,,,,3,2,2,1,3,1,2,3,2,1,1,3,1,1,8,3,5,2,10,3,7,3,2,2,2,2,1,"",1,1,4,1,1,98,4,7,2,5,2
202693236,1.057458015,54,3,2,15,1501,150110,1,1,1,3,3,1,1,1,6,2,5,1,5,1,5,1,1,6,2,7,4,3,3,10,3,10,3,10,3,10,3,4,2,4,1,2,4,3,1,,2000,2,333.33,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,10,3,3,2,2,7,2,10,3
202692648,0.996269634,39,2,1,15,1501,150125,1,1,1,3,3,1,1,1,4,1,7,2,5,1,5,1,1,1,1,5,3,2,3,5,2,7,3,8,3,8,3,4,1,4,1,2,3,2,1,2,3500,4,875,4,2,1,1,1,2,1,2,3,1,1,1,2,1,1,8,3,8,3,5,2,8,3,2,2,2,1,2,"",2,2,8,3,3,2,2,7,2,5,2
202692646,0.906404751,45,3,1,2,212,21206,2,5,2,,,2,1,2,5,1,5,1,3,1,3,1,1,1,1,8,5,3,3,9,3,6,2,7,3,5,2,2,3,4,1,1,4,3,1,1,250,1,50,1,3,2,2,3,2,2,3,3,4,1,1,,1,1,5,2,1,1,8,3,1,1,1,1,2,1,2,"",2,2,7,3,3,3,3,1,1,4,1
202692621,0.874398828,65,3,2,15,1506,150601,3,3,2,,,1,1,2,2,2,5,1,3,1,99,99,1,8,1,8,5,3,2,10,3,99,99,99,99,10,3,4,1,4,1,4,4,3,3,,1500,2,750,3,4,2,3,99,99,2,2,99,99,2,2,3,2,1,1,1,1,1,10,3,10,3,2,2,2,2,3,"",3,3,,,,2,2,7,2,8,3
202692009,0.996269634,28,2,1,15,1501,150142,1,1,1,4,4,1,1,1,8,1,7,2,3,1,3,1,1,1,1,5,3,2,2,10,3,10,3,10,3,10,3,4,1,4,1,5,3,2,2,1,4000,4,500,2,4,2,3,1,1,1,1,1,1,1,1,2,1,1,10,3,10,3,10,3,10,3,2,2,2,2,4,"",4,4,10,3,3,2,2,7,2,10,3
202691793,0.860527929,36,2,2,12,1201,120136,3,6,2,,,2,1,2,4,1,7,2,5,1,5,1,1,8,1,4,2,1,3,10,3,10,3,10,3,10,3,4,1,4,1,2,2,2,1,1,4000,4,1000,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,6,2,7,3,10,3,1,2,1,2,4,"",4,4,1,1,1,2,2,7,2,10,3
202691372,1.142066593,19,1,2,15,1501,150125,1,1,1,3,3,1,1,1,3,2,8,2,7,2,5,1,2,2,2,6,3,2,3,99,99,8,3,1,1,8,3,4,1,3,1,2,,,2,,4500,4,1500,4,3,2,2,1,1,1,1,1,1,1,2,2,1,1,3,1,,,3,1,3,1,1,1,1,1,2,"",2,2,7,3,3,1,1,7,2,10,3
202691364,0.860527929,26,2,2,19,1901,190102,3,6,2,,,2,1,2,5,2,9,2,3,1,1,1,1,3,1,5,3,2,4,7,3,4,1,8,3,10,3,4,1,1,2,5,3,2,1,,4000,4,800,3,2,1,1,1,1,1,3,2,1,1,1,1,1,1,10,3,10,3,6,2,5,2,1,2,1,2,77,APOYO A LAS PROVINCIAS QUE ESTÁN DESATENDIDAS,7,77,6,2,2,3,3,7,2,5,2
202691281,0.996269634,31,2,1,15,1501,150135,1,1,1,3,3,1,1,1,4,1,9,2,7,2,7,2,2,1,1,5,3,2,4,3,1,6,2,8,3,8,3,4,1,4,1,2,3,2,1,1,4500,4,1125,4,3,2,2,2,4,2,2,4,4,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,5,2
202691138,0.486126106,40,3,2,15,1501,150140,1,1,1,2,2,1,1,1,4,2,9,2,6,2,4,1,2,1,1,2,1,1,3,8,3,9,3,9,3,9,3,4,1,1,2,1,3,2,2,,3000,3,750,3,3,2,2,1,1,1,3,3,1,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,77,INSEGURIDAD,4,4,1,1,1,4,3,7,2,9,3
202691128,1.265900548,45,3,1,15,1501,150136,1,1,1,2,2,1,1,1,5,1,7,2,7,2,5,1,2,1,1,4,2,1,3,7,3,2,1,2,1,7,3,4,1,4,1,1,2,2,1,1,2000,2,400,2,2,1,1,3,3,3,4,4,3,1,1,4,1,1,9,3,9,3,5,2,9,3,2,2,1,2,77,DELINCUENCIA,4,4,9,3,3,1,1,7,2,10,3
202691030,0.996269634,25,2,1,15,1501,150117,1,1,1,3,3,1,1,1,2,2,7,2,7,2,7,2,2,1,1,6,3,2,4,5,2,6,2,10,3,9,3,3,99,4,1,2,3,2,2,,3500,4,1750,4,2,1,1,3,3,2,1,3,4,1,1,2,1,1,10,3,7,3,6,2,8,3,2,2,2,2,4,"",4,4,1,1,1,2,2,7,2,5,2
202690821,0.892026131,28,2,1,14,1401,140102,2,2,2,,,1,1,2,4,2,7,2,9,2,7,2,2,3,1,6,3,2,3,8,3,7,3,7,3,8,3,4,1,4,1,5,3,2,2,,2000,2,500,2,2,1,1,2,2,2,3,2,2,2,1,2,1,1,8,3,7,3,8,3,8,3,2,2,1,2,2,"",2,2,2,1,1,2,2,7,2,7,3
202690747,0.874398828,63,3,2,15,1504,150403,3,6,2,,,2,1,2,4,2,4,1,5,1,3,1,1,6,2,8,5,3,3,3,1,1,1,3,1,10,3,3,1,2,2,4,4,3,2,,2000,2,500,2,3,2,2,1,1,3,3,2,2,1,2,2,1,1,,,10,3,10,3,8,3,1,1,1,1,77,LAS ZONAS RURALES HAY MUCHA POBREZA Y APOYO A LOS AGRICULTORES,3,3,5,2,2,3,3,7,2,7,3
202690711,0.503919948,55,3,1,15,1501,150122,1,1,1,2,2,1,1,1,1,2,9,2,9,2,5,1,2,1,1,2,1,1,3,7,3,7,3,7,3,8,3,4,2,3,1,1,2,2,1,,8000,4,8000,4,2,1,1,1,1,4,3,4,1,1,1,2,1,,6,2,8,3,3,1,3,1,2,1,1,1,4,"",4,4,4,1,1,98,4,7,2,8,3
202690571,1.201828184,34,2,2,15,1501,150125,1,1,1,3,3,1,1,1,4,1,7,2,9,2,7,2,2,1,1,4,2,1,4,1,1,3,1,5,2,5,2,4,1,4,1,1,4,3,2,1,3500,4,875,4,2,1,1,1,1,2,2,3,2,1,1,2,3,1,10,3,8,3,9,3,5,2,1,2,1,2,1,"",1,1,1,1,1,2,2,7,2,5,2
202690105,0.976582379,41,3,2,15,701,70101,1,1,1,6,,1,1,1,5,1,5,1,5,1,5,1,1,8,1,5,3,2,4,5,2,6,2,5,2,5,2,3,1,4,1,5,3,2,2,1,2500,3,500,2,3,2,2,3,2,2,1,4,3,3,2,3,2,1,10,3,10,3,10,3,10,3,2,2,2,2,4,"",4,4,1,1,1,1,1,7,2,6,2
202689956,1.232805175,80,3,1,3,303,30305,4,7,2,,,2,2,3,5,2,3,1,1,1,1,1,1,5,2,7,4,3,4,3,1,3,1,3,1,10,3,3,1,1,2,4,4,3,3,,2000,2,400,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,1,1,1,1,77,EL CUIDADO DEL MEDIO AMBIENTE CON LA TAL DE LOS ÁRBOLES HAY MUCHA INFORMALIDAD,77,77,8,3,3,3,3,7,2,4,1
202689882,1.428135864,20,1,2,15,1501,150128,1,1,1,1,1,1,1,1,4,2,8,2,9,2,7,2,2,2,2,3,2,1,3,3,1,8,3,1,1,8,3,4,99,3,1,4,,,1,,8000,4,2000,4,2,1,1,2,1,2,3,3,2,1,1,1,1,1,3,1,9,3,2,1,3,1,1,2,1,2,4,"",4,4,3,1,1,1,1,7,2,8,3
202689779,0.996269634,26,2,1,15,1501,150110,1,1,1,3,3,1,1,1,4,1,5,1,3,1,3,1,1,1,1,5,3,2,3,1,1,1,1,10,3,10,3,4,1,4,1,3,2,2,1,1,5000,4,1250,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,1,1,1,,,7,2,10,3
202689415,1.232805175,62,3,1,1,103,10306,5,8,2,,,3,2,3,3,2,3,1,1,1,1,1,1,6,2,8,5,3,3,8,3,8,3,8,3,7,3,3,1,99,99,3,4,3,1,,1600,2,533.33,3,4,2,3,1,1,1,1,1,99,1,1,1,1,1,10,3,,,10,3,,,99,2,99,2,3,"",3,3,1,1,1,3,3,1,1,99,
202689245,0.874398828,59,3,2,8,802,80203,4,7,2,,,2,1,2,4,2,3,1,1,1,1,1,1,6,2,7,4,3,2,1,1,1,1,1,1,8,3,4,1,1,2,4,4,3,2,,1500,2,375,2,4,2,3,1,1,3,4,4,99,1,1,1,1,1,10,3,10,3,10,3,10,3,1,1,2,2,3,"",3,3,7,3,3,,,7,2,5,2
202689071,0.486126106,48,3,2,15,1501,150140,1,1,1,2,2,1,1,1,3,1,9,2,10,2,9,2,2,3,1,2,1,1,3,5,2,7,3,7,3,8,3,4,1,2,2,2,2,2,1,1,1500,2,500,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,8,3,8,3,1,1,5,2,1,1,1,99,2,"",2,2,5,2,2,1,1,7,2,8,3
202688950,1.265900548,49,3,1,15,701,70104,1,1,1,6,,1,1,1,2,2,9,2,9,2,9,2,2,1,1,4,2,1,4,8,3,1,1,4,1,5,2,3,2,4,1,5,2,2,2,,3000,3,1500,4,2,1,1,2,2,2,2,4,3,2,1,2,2,1,5,2,4,1,8,3,5,2,2,2,2,2,1,"",1,1,6,2,2,2,2,7,2,6,2
202688892,1.183870052,20,1,1,15,1501,150102,1,1,1,3,3,1,1,1,6,2,7,2,99,99,8,2,2,3,1,6,3,2,4,5,2,8,3,7,3,8,3,3,1,4,1,2,3,2,1,,4000,4,666.67,3,2,1,1,2,1,1,4,2,1,2,2,4,2,1,8,3,10,3,5,2,7,3,2,2,2,2,2,"",2,2,7,3,3,1,1,7,2,10,3
202688704,1.057458015,69,3,2,15,701,70106,1,1,1,6,,1,1,1,6,2,3,1,3,1,3,1,1,6,2,7,4,3,2,1,1,3,1,1,1,10,3,3,1,2,2,2,4,3,2,,2000,2,333.33,2,3,2,2,1,1,2,2,1,1,3,2,3,2,,8,3,8,3,10,3,10,3,99,99,99,99,3,"",3,3,,,,,,7,2,3,1
202688645,0.961090505,31,2,2,15,1501,150125,1,1,1,3,3,1,1,1,3,2,6,2,4,1,2,1,1,1,1,6,3,2,4,8,3,8,3,5,2,6,2,4,2,3,1,5,3,2,1,,4000,4,1333.33,4,2,1,1,2,2,2,2,3,2,1,1,2,1,1,9,3,6,2,9,3,9,3,2,2,2,2,2,"",2,2,5,2,2,2,2,7,2,7,3
202688625,0.486126106,60,3,2,15,1501,150105,1,1,1,1,1,1,1,1,2,2,10,2,9,2,9,2,2,1,1,2,1,1,3,7,3,8,3,8,3,8,3,1,1,1,2,3,2,2,1,,4000,4,2000,4,1,1,1,2,2,1,1,1,1,2,1,2,2,,6,2,8,3,3,1,6,2,1,2,1,2,6,"",5,5,3,1,1,1,1,7,2,8,3
202688578,0.874398828,72,3,2,13,1301,130111,2,2,2,,,1,1,2,2,2,3,1,1,1,1,1,1,6,2,8,5,3,4,10,3,8,3,10,3,10,3,4,2,4,1,1,4,3,3,,1000,1,500,2,4,2,3,99,99,2,2,99,99,2,2,3,3,1,10,3,10,3,,,10,3,99,99,99,99,3,"",3,3,,,,2,2,7,2,99,
202688361,1.183870052,23,1,1,15,1501,150106,1,1,1,3,3,1,1,1,2,2,5,1,7,2,5,1,2,1,1,6,3,2,3,9,3,9,3,8,3,9,3,4,2,4,1,3,1,1,2,,300,1,150,1,1,1,1,3,4,1,1,1,3,3,1,3,4,2,9,3,2,1,2,1,2,1,2,1,1,2,2,"",2,2,9,3,3,,,7,2,9,3
202687849,0.874398828,40,3,2,2,206,20611,2,5,2,,,2,1,2,4,1,6,2,5,1,5,1,1,2,2,6,3,2,4,5,2,3,1,3,1,10,3,2,1,2,2,1,4,3,2,1,1500,2,375,2,4,2,3,3,3,3,3,3,3,2,1,2,1,1,5,2,6,2,7,3,10,3,99,99,99,99,77,CON EL FRIAJE,6,77,8,3,3,2,2,7,2,8,3
202687728,0.961090505,38,2,2,15,1501,150119,1,1,1,4,4,1,1,1,4,2,7,2,7,2,5,1,2,3,1,6,3,2,3,3,1,5,2,5,2,8,3,3,2,2,2,2,3,2,1,,5000,4,1250,4,2,1,1,2,2,2,4,3,3,1,1,1,1,1,3,1,10,3,3,1,5,2,1,2,1,2,77,OCUPARSE DE LAS PRIMERAS NECESIDADES COMO EL AGUA Y CARRETERAS,6,77,3,1,1,3,3,7,2,3,1
202687599,1.170407903,38,2,2,12,1205,120502,3,6,2,,,2,2,3,4,1,5,1,4,1,3,1,1,6,2,7,4,3,3,3,1,10,3,7,3,8,3,4,1,4,1,2,3,2,1,1,2500,3,625,3,3,2,2,3,3,2,2,4,99,2,1,2,3,1,10,3,7,3,9,3,8,3,2,2,2,2,4,"",4,4,1,1,1,2,2,7,2,6,2
202687363,1.012328562,40,3,1,15,1501,150111,1,1,1,5,5,1,1,1,5,1,7,2,4,1,3,1,1,1,1,5,3,2,3,8,3,7,3,7,3,8,3,2,99,2,2,4,4,3,2,1,5000,4,1000,4,3,2,2,1,1,3,3,2,3,1,1,1,1,1,10,3,10,3,8,3,8,3,1,2,1,2,3,"",3,3,5,2,2,2,2,7,2,3,1
202687312,1.245819117,35,2,1,15,1501,150110,1,1,1,3,3,1,1,1,3,1,8,2,5,1,5,1,1,1,1,4,2,1,3,3,1,5,2,10,3,8,3,4,1,4,1,5,4,3,2,1,3000,3,1000,4,2,1,1,1,1,1,1,1,2,1,1,2,1,1,10,3,7,3,5,2,7,3,2,2,2,2,1,"",1,1,3,1,1,1,1,7,2,8,3
202687121,1.07877567,33,2,1,15,1501,150143,1,1,1,4,4,1,1,1,4,2,6,2,5,1,5,1,1,3,1,7,4,3,3,5,2,6,2,6,2,10,3,4,1,3,1,3,4,3,2,,,,,,3,2,2,3,2,2,2,4,3,2,1,3,2,1,7,3,8,3,5,2,8,3,2,2,2,2,2,"",2,2,2,1,1,2,2,7,2,6,2
